id,question_id,option_text,is_correct
3fad65d1-1c2a-4d3e-be70-63eb1af380b6,9c9c0f84-eec6-40f1-b7d8-892016949dcd,Qualified Aircraft Engineer personnel.,false
3fb8adc3-339c-47a4-8e37-994a57505c65,7f7c6228-70cc-4ad5-a0fe-0aa4bc69f2dd,Fuel pressure ralsing and shut off calve,false
3fbe7373-8cc8-406e-ba62-5f09cacf3ccd,3291b548-9e90-4103-9b97-aff44ee6812c,The averages all the brake temperature,false
3fbe963f-b8bd-4b51-9342-217bb741123b,a2fc5a48-101e-4843-9795-f178a4e68af8,Only if Engine bleed air temperature and pressure exceeds a predetermined limit,false
3fc3c350-1ea0-491b-bf1b-c03245f45101,da8cb7ba-aad3-4cf9-9a13-4c97a540d94b,To convers configuration deficiency externally of the airplane,true
3fc5b225-cffb-48d3-8345-0ff469af13ac,cb1ec607-ffa8-466a-bf77-970dffbcc94e,Proximity Target,false
3fd66e80-a187-4b0b-a7af-18599001dfe4,6a73451c-3a37-4b49-b459-ea169cdadb97,"VALVE "" amber illuminate the Cross Feed Valve is selected position.",false
3fe15385-9c5a-4dd4-af7c-97c2922a8112,3ed76394-6df8-4f18-97ca-db29f6b8fa77,"Be licensed under CASR part 65;  in safety management system, hazardous material, and human factor",true
3fe50913-4b51-4e59-8819-ad7f509f367c,02774c56-c36c-4693-9439-8374fc010d35,121 SUB PART L,false
3fe687b9-7bd9-432f-b137-c75c73bb698d,223003a4-2f8d-4d45-a810-a4ee68616f46,To control corresponding pack and flow control valve,true
3fef110f-3fef-4c87-a7e6-9c77dd5cf825,42139eb6-5a0d-4d27-877c-2b4ac742e517,Static inverter,false
3ff7576d-0f32-438e-87e7-1407fc47313a,2a274761-06ee-463a-b3c2-5fd9135f6d89,Pressure switch and fire switch.,false
3ffce810-71dc-4dbe-aece-c3f9d175517c,aec3af66-c850-4f4c-951a-0a220f9390f6,The CMCS collect AIMS BITE data,false
3ffd9932-d6ed-48ca-94f9-7c512eb700b7,cb8c2216-900e-418a-b8f2-2882811efc09,13 tahun 1992 pasal 18,false
4011fdb7-b0c9-4347-a8e8-159573b77325,8166ba56-5a3f-4090-aca8-a18da67303dc,Supply power to EEC,false
401324f8-814a-4e0f-8c6a-ce8377acdf37,c1fcb134-bf4a-49c6-b83b-abc7bee20964,Select MAINT CTRL PGS -> select AIR PLANE CONFIGURATION DATA (ACD),false
4017f42a-2728-4028-8623-8d46f899bdab,f76f324a-247a-4d79-b184-f806aaf8a91d,The ACW pumps and the DC auxiliary pump is stopped,false
401e4eca-743b-4c62-ae71-623d834ca96d,4ad2ff79-d49c-4ff2-afa0-5f61bc605766,White circle with flow bar,false
402a8cdb-d1d2-4d92-8a9c-94b7feae5112,880df51a-a898-4b5e-a6f6-28afbd1b9cc0,Jawaban A dan B betul,false
402e71ff-da23-49a8-b81e-f010a855dc98,28833bd1-b402-46f1-b995-549f00a76622,Use Sinkrate data to determine wether to perform inspection phase 1B or not.,false
4031acbe-96e9-41d2-bc55-b8b26bc6969f,8fa90f89-eed1-47b4-b9bb-cd97ae21764f,"A minor component, the failure of which would jeopardize the safety of a Class III product, or any part, material or appliance, approved and manufactured under the TSO.",false
4032dd03-129a-4953-8366-3b95fb9a5b40,a4e7883e-9fe1-4ddd-a8d8-a3792f700842,"Outboard flight spoilers, autopilot B, normal brakes, yaw damper.",true
403eab98-152a-4825-ba65-95406210e936,c206e149-d1db-4c29-84f5-972a1757cedf,System Test,true
403f37cd-751a-4913-a7ef-e07c03fed019,5f1727a1-002c-4162-9473-400973478652,Approval to operate in RVSM airspace can be found in the appropriatenDGCA approved in RVSM Certificate of each aircraft type.,false
4043475c-045a-4332-ab5c-94026e288bce,94374508-d857-4320-8311-125a1fa53e98,The vent system,false
404521e1-58b2-4961-82e0-e4d1ffa6d031,81bd3d6e-f8a7-483a-b18d-46ad513c6149,MPD from manufacture,false
404c0def-51f8-4a31-980e-a73d2a14fbcd,cdbecfda-2549-4b8c-b640-d4ad597f7db0,"Stop fueling closing the emergency shutoff valve , Call local ire departmentn(fire fighter), Fight the fire using accessible ground fire extinguisher, Discontinue fueling /de-fueling operation, Inform to the on board flight crew if present",false
404e10bb-91fa-4d2c-969b-90cc52bf16cf,0f0a9ffb-3419-481a-9fa5-5141228d43ff,All above answers correct,true
4059ca9e-9f3c-452b-9d74-ee14c7b33c20,5290b705-9f1c-49c7-8021-b640a3042afe,PFD 1 will go blank and PFD data will be shown on the pilot multifunction display (MFD),true
40855ab8-1a56-461b-a10d-42d666084793,9d67248e-6b9c-4e40-8671-bb5665f34d5c,The ACW pumps and the DC auxiliary pump run,false
408778c5-c539-41eb-8045-be3d60608833,90a41999-34ae-4802-bdb3-68bfaefe6540,After engine stabilize WOW and temp exeeds 815 deg C,false
4088e73b-68b9-405f-8908-0455fb71985a,a52c1543-4a87-49d1-a44c-a5540a5ef357,The Aircraft having 180 minute diversion time to continuous flight ETOPS.,false
408d0006-22d2-43c1-ba94-ee34bf98011e,efd1a7a0-ed69-42d7-bc78-7f33fa6572fa,The engine running automatic trip auto when switchis already ON,false
40991895-21c1-4fa8-abd2-f1e5606c639c,194018fa-2fdd-440b-aace-f38185b4f9df,"Inspection, repair, overhaul, replacement of part modification and servicing.",false
40a1042d-68bd-47e8-9519-583d299ac9bf,468b9b0e-b4c8-4c37-b604-7d675e26401f,Right & left of engine core.,false
40b23d07-1c34-4b08-8955-b2d8ff3b7a79,4b0dac7e-2499-4259-86a6-19be1fd73057,Pressurised to their normal differential pressure of 2.0 P.S.I.,false
40b2786e-365d-48ef-9b13-5ae77f8ba36f,45df8f94-7856-47fb-9872-08fc48004307,For 60 seconds during a start sequence and when OVBD is selected on EXHAUST MODE PUSH-BUTTON,false
40b57173-3514-4a5d-8f3a-564b3e3abe6b,fdf42760-d4d4-40fd-a7c6-969cdcd0aa56,Trim operation is stopped,true
40b595dd-6859-4e22-80fa-ed408296535e,78992558-383a-4587-bd53-d78dec37f60e,Can be carried out flight and on the ground.,false
40b5c538-4dc0-4b4e-86f1-082bbed46c03,b38ac6ee-74b6-47de-a1a6-8343d2c7828e,The LH AFT light,false
40ba422c-ce93-4f6f-9a69-cb11abc629a0,c4d9d5db-62bc-4738-9b8a-7345c689fca5,A normal mode of operation,false
40bf6aac-2d49-43fa-9d0b-80b32ecde578,0cac5e16-c2db-4e0f-b4cf-346b0e6ce8a9,The speed brakes are used above FL30.000 and the Cabin Altitude Warning is active.,false
40c67f42-dcbc-4acf-940d-d734143523e5,d147f3eb-74ac-49d1-9b79-dcdfbd54589d,When the autopilot is disengaged,false
40c76307-c589-4616-81fb-98070d73430d,018d395f-0e29-46db-a270-d9a39ff6e575,FWD compartment bay.,false
40c7755e-7089-438e-a9c6-c4e7378de1b6,74be6293-4923-40d3-89ee-6a3b60239696,"The function if un scheduled Stabilizer motion is detected, Center and /or Right System Hydraulic power to the related Stabilizer Trim Control Module is Automatically Shut Off.",false
40c781a5-df8a-4571-b531-49924083745d,4ef20ffe-c746-4a60-81dd-0e8974e0b86f,If the Aircraft failure or malfunction positively identiied as Autopilotnsystem performance errors.,false
40cd3a56-1dda-4bd0-9a85-f3183c142d20,618dbd56-53c7-4145-a59a-29bf63cb5df0,To prevent accidental movement of the landing gear control lever to the upnposition when the airplane is in the air.,false
40d0fcc6-7531-452b-9e66-5a444592ebae,7d55fc91-741f-4447-b9b3-d514e7b6fc03,"To restrict flying time to an alternate, hence to minimize the risk ofncatastrophe by reducing, to and acceptable level the probability that APUnwould fail.",false
40d3d1cd-1138-4c71-8d32-79327f89d86e,b1a6214e-1546-41f4-bba7-7f705d4cfbd3,62 KVA,false
40db6acf-d40c-4797-bfd4-a9a4d3f25166,7589d246-477e-4220-b1c6-41f1d5186d2e,Hot Main Battery Bus,false
40dde54a-9a47-496c-8ad9-1a81b5163732,880df51a-a898-4b5e-a6f6-28afbd1b9cc0,"Jawaban A, B, dan C betul",true
40e135c6-597f-4dcb-9b28-55f1adfd31eb,31b4dbfc-1f7b-4888-9cd0-7aa3fae9f54d,T50,false
40e1f20c-fe1a-4531-b9d4-7eb1f0e24ff0,0f0d0c2c-84b3-4a66-b3aa-3c90e5a3c30b,Both pack valves are controlled to allow approximately twice the normally regulated pressure (30 instead of 17psi).,true
40e40682-a886-4791-a062-3b605e2f6299,64c9fba9-8966-4307-a523-34e02d4598a4,If the auto and standby pack temp control system have failed.,false
40ec6c7b-6252-480d-b610-b0109972ea4d,9ba578bc-dbdd-48fc-9b79-28b88ae36ae3,Converter,false
40fb0d39-d392-4a08-82ef-f9a6c292249f,45403748-65a7-466d-b30b-c0ee64c09042,When emergency descent is selected,false
40fe703d-6a94-43c1-b234-6b1913011ef8,e488fa76-e97a-4d41-9517-5a215d66a854,A and B are true answer,false
40fff109-fa40-4a5f-a489-5cebdcfd3fe2,54b78388-92cd-4e8a-856f-7562acf4a7f0,"Annual inspection required by the CASRs on an airframe,  powerplant, or any component there and  return the same to service",true
4100bc0e-9f08-4d65-8f93-3407e9670e5b,946c6a58-dc10-421a-987c-53039195262b,"Green hydraulic quantity upper 2,5 lt",false
411be8a4-0bac-4034-8e88-476a749fbcfd,53e5e53e-9975-462c-93d7-5ea7f123c5b1,GCU and TRU,false
4135563c-83fd-407d-9238-484f39b30b7f,0614601e-c4af-4e0e-862a-4072c52f6002,The associated bottom led indicator turns from green to red,false
4137003d-c42f-4272-9030-28d1d5b163fc,e9f021f9-649d-4868-a67d-0521822ddeb4,AD issued by Operator of Engineering,false
41370c06-87ae-4c3a-b40b-509875b0f319,2f39ed93-7c69-413a-a8f7-39a5103a070e,Proximity Sensor,true
413f93a0-ea0c-44ac-bc3b-c82eefb283b6,694acf77-cc81-4500-be40-8b09ec11eda7,Fire Detection Unit (FDU),false
4147ba92-de3c-4e04-b899-237d5fab645d,79efc125-6164-4318-b58e-2484c1851398,Weather Radar system.,false
414d01ff-ef5a-48bb-9280-0489fe2c8c22,8931c96f-e6b9-49ad-be7e-c0af4a246f45,T,false
41627024-f5cb-4c4c-bc65-86613e95dab7,47fa4c94-0957-401d-a6ab-4e07a1a3ba2e,The yaw damper operating must remain independent of autopilot operation,false
416ae462-c2bf-481e-ae77-bbd36f166001,78afc757-13e1-4dc8-bfb4-901a2cc18dfb,20 blades.,false
417d6fff-d71e-44f1-ad00-d12a01fe2650,dd613835-120f-4675-b81c-d7720511e3b2,Power control unit,false
417f40a8-bd84-4ec9-a63a-5508a71a7cb5,d97eb0ee-342a-457d-a9ee-aa8edf3cfeb4,"IDG not running ",false
417f8b4c-36cf-4c2f-8ffd-2f40745d4e88,026f1fda-a1a3-4c2f-ace9-b38b80e189bd,Aircraft Log Book in the white pages.,false
41860eb3-cd92-473d-a116-b29d5a704387,331b5a94-8341-4e43-9b1c-e2598e93d7f5,18 Fuel Spray Nozzles,true
4193614f-a065-4de2-9471-74c1acd16f24,127cc73a-ccca-40a8-b996-fa8e19507ca7,Auto Thrust Control,false
41a0a786-a703-4e7f-8aa3-06c4c469afdd,65413bb9-203f-476d-a19e-ab210d9ee855,To dispatch the aircraft with inoperative system,false
41a44e5e-58ca-4cfe-a274-24a968216160,cdcd0506-e398-4a1f-ae62-572d2939e7f0,With No.1 and No.2 bleed valve closed &'APU bleed valve open,false
41b73d26-227c-43e1-9eb5-b66e7aa1613f,e32a8317-cc75-4bb3-a11a-b697ab552dc4,Shall be repaired within the time interval specified in the remark column of the opertaors approved MEL.,false
41b89fde-1910-43fc-ab9b-c25180432886,ec615175-e216-4cae-8391-1bf80d48b89f,Outer to inner transfer starts,false
41bde736-70d4-4517-8091-e7c6d0b5615d,a39e6519-7dce-4ce1-b7ee-f15e75d8279d,During engine start Woff W and temp exeeds 815 deg C before starter cut-out,false
41bef5de-8e9d-43ed-9b18-f44c8768b88c,16945f5a-516b-4e29-8553-af9206d06967,Stop the auto land after a single function failure,false
41c0b160-d6b5-4531-ab89-e29b11f37d50,fa5ea135-a9a8-4680-8bbd-4c3c2f88d7ed,Engine # 2 Bleed Switch selected to ON position and the APU Bleed air valve OPEN the Switch Isolation valve selected to AUTO and Bleed air supply from APU.,false
41c4f859-105f-4212-a5d0-4a4c26468b85,728a9162-f6a4-4285-8c0e-93f9a1a93c20,The Engine Cowl Anti Ice was Inoperative.,false
41c89f9f-34e2-4068-9481-5a87572c6858,08d19a9a-11c9-4066-8cbc-2a4a2bc74c32,When both engine thrust reverse levers are moved to Idle,false
41cdb4a5-6b46-4e60-8bb8-b8df08fcf36e,728a9162-f6a4-4285-8c0e-93f9a1a93c20,The Engine Cowl Anti Ice was Over Pressure.,true
41d18143-93f1-496e-8798-f1b543b80bb3,05b69406-c280-40d0-b3eb-eb2e6f24f973,Preventive maintenance,true
41dcae44-4228-469f-a561-417276a3f530,12c17527-e89d-44a5-8332-70ec5e3d0fd1,The avionic equipment ventilation computer (AEVC),false
41f757aa-3454-4205-af48-698679f8e807,3b66f194-4bbe-42be-a32d-dd8e5462cfc0,N2,true
41fbba62-5839-4a17-b712-00217f48fbdb,83832ed5-7573-4cb3-bfa2-cf609ebcc1be,All Center tank boost pumps are installed on the wing front spar,false
420ac99b-c500-4082-be17-a3d1b11eaa9f,4f4b979c-2f17-4ba3-a703-240ce0cc111f,325-450 psig,false
42201f34-b9a1-416b-8938-9443fae80083,cebae723-2cf4-491b-8d9b-32820584781b,"Chapter, Subject, Section, Functional Code, Config and Sequence No",false
422237d4-b56f-454f-91bd-f873487e119a,6e66a59f-8f69-43a9-9538-84bdcf17bf1c,Engine Electronic Control and Engine Interface Vibration Monitoring Unit,false
422acbdb-12d1-435e-88aa-d4f01361c6c3,afba6ea3-e7ba-49a8-943b-1ea1c789346b,ATA 28 maintence page,false
422d8208-b6d3-4c1a-a62b-70717ab6fd89,6ed98a27-3173-43aa-8d94-589107d345cb,Form DGCA 43-337 or EASA Form One.,false
423227c1-4a23-4711-b136-33250676bd40,33065927-0be2-4532-a021-b75e89db0bb8,"The report within 24 hours after the aircraft, airframe, aircraft engine ornappliance is approved for return to service.",false
423a159a-13c7-48bf-b481-740f10f5f5fb,b91bdffd-6ca3-4f02-b19a-5c230de3ac09,A pair in line and the same in length.,false
4248f34c-e2ed-4c87-bc75-48b1539a0907,4e15229d-9b14-4e33-87b6-fdbb9515fa1d,The vent system,false
424c2645-d05c-4f68-9d0a-55af0dedb1cc,e5fea872-a029-447d-96bc-a9eec86cf21a,The fuel supply filter on the fuel control,false
424fe28d-18db-4251-9858-fc1a8c5443de,c07890b9-72b3-449e-aac4-6ba9f6f696fe,ARINC 429,false
42523cd5-8bdb-4b35-a340-59ae3fadce4f,e2a9c667-44f3-4ab4-89e9-6c74314b1d60,62.1 gallons (235 liters).,false
4256ea9e-519e-4670-a991-b9b366c09209,91b5bf36-65b1-4e35-bea2-64208504f228,To ascertain only that a system or unit is functioning,false
425b0b8c-13b1-4e55-ac37-48d08dab970f,3101611b-5412-4f32-8e15-52e2563bd3ee,Zone temperature demand only (COMPT TEMP SELECTOR position).,false
4262410d-a235-4aa0-a6b2-e0d2b47696c5,2a562c05-2c3c-438f-9428-263bc28e7f15,Controls the metered brake pressure from the alternate hydraulic systemnto prevent the wheel skid.,true
4274cb3d-79ec-4a5c-8585-121b3b10aadc,b3a83de8-b49a-4f84-9360-20feb4e12c30,Hydraulic fluid from the standy reservoir.,false
427ae138-c798-4ea5-998c-994367bfc8ef,e2c1bd7e-bcde-4ae8-9458-3d2bd1a3b91f,"There is one module for the standby system and one for system A & system B. ",false
4280f3b4-2826-4680-b0ca-771c84d4f1f0,6e4afc42-7a9b-45c6-bebc-0cd55a2e02b3,"Red"" BLEED TRIP OFF "" Light Illuminate at P-5.",false
42810e62-c48c-45af-89a1-4149e25ec3f5,5ca751aa-0652-462a-8dd8-f6bc0041710b,Qualified Aircraft Engineer personnel.,false
4282bdf4-e24f-419e-a946-d90790e91922,c1e23160-e7b3-4f36-a659-de9739eab27d,"2 CPCs, forward autflow valve, aft autflow",false
428df3cd-c1e7-4518-b72e-3d5bca2ecd22,7388e490-1f7a-47b8-a3cd-4b53fd9ec254,Instructions for continuing airworthiness,false
42993bca-47dd-4b5d-82b9-f7c7ac2e9014,9d2e21f4-9208-4ef4-a3e5-361f3c7f103b,The routine maintenance task to be accomplished at specific intervals with objective toprevent deterioration of the inherent safety and reliability levels.,false
429e4ced-434c-492c-b3ee-01a0ca245885,66a8142e-1743-430a-bad7-22026c575db3,Only the C1 DEMAND pump will operate,true
42a12262-4806-49d7-b003-50fabe2d4dbb,0a048631-edfe-4589-b348-83333766f536,Forward equipment compartment,false
42a5d23b-4262-4406-b656-669dc26554ae,cec401a2-35e6-4416-b715-d8c7f9eed5e6,Reversion panel,false
42aac784-2144-4176-9cfc-403a81f92244,45cc5a90-59bb-410b-8673-32e8974afebd,Torque reactive loads.,false
42ad7b1a-84a6-4dcb-86d8-d658ba1f85e2,f4f61112-e6be-466b-bb79-d8815eb8b97e,Autopilot Window,true
42ae5db1-5908-44d3-b243-f8b70f313f77,db9489ee-0a3b-4c40-bf0a-8cdc4404cf78,Logo lights,true
42b15513-e94c-4c76-98fe-7b04f75f6654,6bdc37b6-8ebe-497b-8b0f-87a0d5b2645f,"Failure indications occur when the P8 'FAULT/INOP"" test is performed.",false
42b4d017-35f7-4600-9168-fb5c63ec9a8f,b1512a81-ced1-4c10-b208-b8bd7fb0d52a,"Hydraulically, by a lock link assy",false
42b7c85f-daed-4db5-9878-826cfccecc95,068d95f8-2e72-4576-ac1c-80030bff237a,Two pressure switches and one position switch,true
42c3c904-0042-4aa3-8130-859a57d5079d,6f56cdda-b05c-4480-bb02-b375fdb6f99f,"Any article unless the maintenance, preventive maintenance, or alteration was performed in accordance with the applicable manufacture technical data",false
42c79ae5-7a45-4f3c-b3d9-36a75bb52b1a,9e1668fb-8c6b-46ae-8408-0484c5bec921,Bearing # 3,true
42cb0477-63d8-492a-ad78-42f41f3d1fbf,f462b229-fbd6-4dfa-8530-1b10e71de613,"Pitch control can be achieved from the trim wheels without auto-trim ",false
42cb76a5-c6ad-4767-b130-7199aca558d4,bc2add56-dee0-4920-89df-09d3794c7d54,Manufacture.,false
42cc6856-36cd-46c8-92a6-fa01697385db,24a3a637-81a1-42c3-a33b-fabcbd5edbf8,"9,500 feet.",false
42d18883-02ff-4057-abe3-b6776e3fec9b,1fa33534-732b-4b02-9fa3-c416a12479d7,System test,false
42d3630c-a77b-4514-bd1d-497c61a612f5,e4904340-326d-43a8-8b04-4ab0fcf88262,"Vacuum blower operate when the airplane bellow 16.000 feet altitude,nWaste drain valve Open, Waste tank not full, Lavatory Flush switchnoperates",false
42d50a82-f336-46c7-8f14-4ad04002841e,d1356adf-7141-4499-b7ea-1f627c49664a,Shall be repaired within the time interval specified in the remarks column of the operators approved MEL,false
42df7a29-f507-4106-9523-2cee11449e0f,1f98bad7-19c0-4c3b-ace3-07292c49fa9c,"The other valve of the wing must be locked in the same position ",false
42e4bd8e-01e2-42fd-925e-aed61663c1f7,b53b6b8f-0d9e-4d51-a5cf-a2fa68043b42,The Quality Inspector,false
42f19e73-0cfb-4efd-9ca8-d7854d5906d1,1b4ae3c1-ad78-4ca7-b5f6-599f64aa130d,More Hi AOA,false
42f439dc-5bb3-4e42-9a82-a7551e71d4c8,37daa614-ec17-4b73-9823-c960fa71cad4,100 hours inspection required by the CASRs on a a powerplant or any component there of and approve and return the same to service,false
42f4d4fe-8c77-4e05-ac93-1d4f48720c6c,5d29a22e-332d-4f9e-b521-e2813e17d82e,One engine generator only,false
42f82b14-bdf8-41c7-b326-b6b53d226b7b,00ad6774-c4ea-4992-a99e-2011af8467be,The Landing Gear Ground Proximity sensor.,false
42fcedcd-5427-47b5-8a84-5d08d6ff7cf2,48fc5d55-d8de-41de-97c0-d91e364c03b4,Only MFS,false
4300e2c3-212e-41da-a886-7efb44edf2d1,f4e1f668-6c8c-4965-be78-ea9a831da0b7,90 days after such charge,false
4306f9c3-4feb-4317-a28e-988c71c0951c,d6820848-bf42-457d-914b-df540120236f,Aircraft Maintenance Manual (AMM).,false
430c09d6-4132-4481-b4b7-44d4a89a49b3,364a4074-35fb-4417-8871-81746831b38f,SFECUs channel failure,false
430f639a-e155-4e10-9b45-10c26cd03d77,c739e8e7-7f4f-41ed-af61-709011ba52aa,Two,true
4312bd28-8a23-48c5-8f2d-83f33e925cc0,5de6d907-3674-47b6-bfef-ff7ab03691c4,Pump pressure output goes to the hydraulic system,true
43214b4d-e04e-4589-9b37-836423d30481,45dea795-6c7a-4670-a8c9-c135454207ab,Aircraft Maintenance Manual (AMM),false
4323ac43-6503-49d6-af9d-6d5fe1154576,2bd05f1b-fb3a-47da-9dbc-16d434d8a82c,"Aircraft on Ground both TLA > 53 % or Aircraft in the Air, Either EnginenRunning, Three or more the Entry and Galley door Closed and Lock",true
43280582-0cbe-49ca-bb89-ea8a4b379355,52660dd3-609b-4e01-952b-a8893a1a5734,Any component Modification or Component Replacement which may influence compass indication,false
432b158d-8dc4-4972-a030-4a760ff2a2f5,75f0e415-1f37-428c-9d66-7e3891dbe15b,"Aircraft only. ",true
432ce559-eba7-4a0e-8381-7b7edc68c820,1fa7bac8-128c-4e1d-8385-c23b7e0dcf74,Modify HMU FMV by SB 73-0070,false
4335ea6b-d464-4bdb-af2d-b0a6a893b3ea,0f0d0c2c-84b3-4a66-b3aa-3c90e5a3c30b,"The re-circulation fans continue to run, but at higher speed.",false
433dc879-26c1-434e-af3d-d5f3cbd35bc3,0280dd2d-81be-4704-b40c-d7af6815b8db,one of electrical power is loss,false
434066cb-5b8c-4a21-98c4-c51268043247,8eeba3e6-44ab-4652-8f12-ae72584ee34e,The avionics compartment,true
43439225-7e4f-48b3-8407-9c8370370f04,1f8f3f18-777b-4dac-9950-560d544088fc,Fixed data loaded by the manufacture and updated by the airline every 48 days.,false
4349c124-34ae-44b6-88b9-6d12ea8602cc,8eeba3e6-44ab-4652-8f12-ae72584ee34e,Aft compartment,false
434c9fae-ca48-4339-920c-16627d61790a,946c6a58-dc10-421a-987c-53039195262b,"Green hydraulic quantity below 2,5 lt",true
43501e6e-05e9-47e4-b474-a47a8696d742,bf2e5d84-44c5-409f-adf9-2d7eed09c7f4,DAC Form 43-337,false
4351c375-61ab-4379-939f-5af6e6f4eb62,f6a40811-0571-4e44-93e5-ac9012eea9df,The flap position indicator shows a split needle.,false
4352172c-045f-4f14-ba89-9829d9b97d22,63908218-cb2a-4dbd-9935-8e78095bf2cd,Alert the flight crew to a call from a ground station,true
435678c1-36aa-4e6c-a133-4b199126deb2,018d395f-0e29-46db-a270-d9a39ff6e575,AFT compartment bay.,false
435f2398-8516-4b6e-b1b9-d0a6e8eb3040,94321f7e-066a-4140-b3a5-0da908633118,"The "" ELECT "" Light illuminate incase the failure in the standby electrical system",false
436471bf-53b7-4961-aa3c-b4e653a920a9,07d82377-3db1-4f2d-8951-db0e95b923ba,"One engine driven pump (ENG 1), one electrical motor pump (ELECT 1), and one standy electric pump.",false
43698e26-38fe-4f95-b90a-119260dabee1,a19d63cc-d06b-496d-8404-477f83da08cc,Emergency Battery.,false
4369ecba-f75d-4709-b2f2-70417457243c,c0406e4f-fa24-48e1-a15b-b045d972b2d4,"As C, and ensure it has sufficient number employees with thje training or knowledge and  experience in the performance og maintenance, preventive maintenance, or alternation authorized by the certificate AMO certificate",true
43727036-e80c-4bb0-b703-df431b200a8f,f3c3d7e6-9593-4956-aa34-b90bccf73dee,O/B FANCOWL,false
4376ba58-e75c-4cda-a816-9289ef37d20e,00a06ed7-fd71-49ce-85f1-572d266bf5e8,Keep the ASM brake from turning beyond reverse idle until the thrust reverser deploys,true
4377c78c-ff3d-47af-9594-79c4951019e8,9efcf14a-907c-4f01-8fe4-9698db01de59,Flight Test after overhaul,true
437c6faf-32c1-4e1b-a2f0-4d9fefc8b4f2,61fd0eff-2e5f-4dcc-950b-fc9dd335e44b,High- load operations and shutdown,false
4386e768-9eee-4df0-a1f6-4258e1d4e0a0,e34503cd-b9a1-411d-92eb-97f9f6edf08b,Always in direct law,false
438f5647-12e8-448e-8030-f3fddb5d8eb5,94374508-d857-4320-8311-125a1fa53e98,The NACA flush system,false
438f80c6-bed3-43b5-bd3b-7c1294f7ae3c,158eb2a9-ed22-4bd7-8960-7ee9043863be,1550 psi,true
4399856a-85c4-4be8-9a4e-cb7505168b94,536d304b-6509-4e82-bea8-4aba5c33b8f3,ACSC,true
43a69495-c6de-4a16-83ec-3a7369437204,db3261bf-01f4-4595-ad28-6581ba81d30a,"ANTI-ICE DUCT warning message,L/R BLEED DUCT warning message and L/R COWL ANTI-ICE DUCT warning message",true
43aa6391-a5f5-479e-b2f8-5cfe51956eca,39591aec-ca69-42f5-bf72-b99222673a4b,As C and two cabin doors open and have over wing emergency exit windows,true
43ae3574-213b-4b9e-bb4f-a84b83d83d27,d46cc80b-221d-42e7-b2d6-1e27e7755961,"Record in AML Action Colum "" The replacement and Operational test ofnthe Pressurization System was done, Ref. AMM Task 21-31-00-501 resultnsatisfied"" . Record in HIL Form for RII Bay back Inspection with MELncategory A.",false
43d40257-07f6-499f-9e2d-140e6eaf98bf,b4b6e1bc-d226-4c74-b584-b27ad561948d,VBV/VSV servo valves,false
43d82f10-0357-4ef9-badf-8bb9b59292e1,27792d15-a639-401e-8eed-31494a929df3,As soon as landing gear start to retract,true
43dd5bd8-0043-4aa8-b9b5-45e3187a6d7f,c9a99031-52e6-4dd0-b049-d4f7948839df,It provides positive power to protect critical item from power transsient. It never powers the starts.,true
43e3b88d-655e-49b2-a0ac-1089590acc01,0764b46f-c3f5-4503-8059-e592c0ba6293,It lets fan air blow on booster case,false
43f729ab-edac-43d6-b07c-c1799ec556b8,8ffe9a2c-fb05-4e67-ab78-9046b3468a0c,"Swapping two components with the same part number from one position to other position within one aircraft  or from one aircraft  to other aircraft ,due to other alternative available to dispatch the aircraft on time",false
43fc60a2-e72f-4360-8a4c-83a210d8967a,fb1091cc-24b3-4f18-9fb0-85122b3aebd5,4 Spring,false
43fdbded-121a-41a6-9f81-1a6da1aa4de4,3a93f9c9-3152-4ea3-a097-03ca8a51e4e7,It will be Loss of Power souce,false
4403f62e-d03d-49cf-a87b-ff5ef1b35ef6,b770c73d-8269-449c-af46-f9b49a60f960,Both PFDs are blanked and status message is displayed on EICAS,false
440a065b-5473-4fb9-bc6b-849670efef21,71e4cd8f-841a-4791-8550-8800de45d374,Controlled by FADEC and actuated by fuel pressure from the EDP pump,true
440fabb0-69e1-40d6-b91d-e0459a6456bc,bc29d810-67b9-46a4-bad9-2d06f85e82d1,"Mach trim & altitude alert. ",false
44149ed0-542c-4d4b-bafd-07520d436979,8daff82d-c96a-4f67-8b56-21995b7ef50c,There is no specific indication in the cockpit,false
4426fe84-0373-4bc1-9aad-46a6cffcc54a,3e3f9bef-7db7-4090-a822-1a2ca243c504,"To canceled the ALT or Speed Mode, posible when A/ P in VNAV Mode and Aircraft heading will be Change",false
442872b4-e634-4465-9b25-4cb80a3b9730,a80c0904-cfbd-4397-ba21-7cfffab5feb9,Transfer hydraulic pressure Sys # 3 to # 2,false
442d25c8-710d-49d5-a4aa-1ea48a7a0023,347ab264-3b52-4123-ba33-3d5c70498765,L3,false
44309bd2-526b-4462-adf0-1359e8e46367,6e9e9bf4-d9b9-4148-be20-0ebc321c81ce,Revision every month,false
4432d773-3fa7-44f2-80c8-45089f3f9c75,b770c73d-8269-449c-af46-f9b49a60f960,The pilot PFD attitude display shows an ATT/HDG ALIGNING DO NOT TAXI message,true
4437f692-1518-436c-9f20-e06c7e03ef8b,b93aa886-859e-44b8-9a06-59656f953db8,Only Airleron,false
443b74a2-6ede-4569-bf0a-c1afe2018680,df089a1b-af1c-4a0e-947b-df50d96ddbef,4 group,true
